Subject,Object
Pauline Chen Lee,human
Corinna Halke,human
Guo Jie,human
Rudi Cerne,human
Richard Henry Abbatt,human
Milka Babović,human
Kenneth Macdonald Beaumont,human
House of the Golden Bracelet,ruins
House of Trebius Valens,ruins
House of the Indian Statuette,ruins
House of Lucrezio Frontone,ruins
House of the Silver Wedding,ruins
Casa di Cecilio Giocondo,ruins
House of the surgeon,ruins
House of the Dioscuri,ruins
Goosenecks State Park,Utah state park
Coral Pink Sand Dunes State Park,Utah state park
Kodachrome Basin State Park,Utah state park
Dead Horse Point State Park,Utah state park
Slovenian women's national road cycling team 2002,elite national cycling team
Slovenian women's national road cycling team 2001,elite national cycling team
Slovenian women's national road cycling team 2000,elite national cycling team
Slovenian women's national road cycling team 1999,elite national cycling team
Slovenian women's national road cycling team 1998,elite national cycling team
Slovenian women's national road cycling team 1997,elite national cycling team
Slovenian women's national road cycling team 1996,elite national cycling team
Slovenian women's national road cycling team 1995,elite national cycling team
Slovenian women's national road cycling team 1994,elite national cycling team
Slovenian women's national road cycling team 1993,elite national cycling team
Werd,neighborhood
Alt-Wiedikon,neighborhood
Hochschulen,neighborhood
Colegio Mayor Universitario Chaminade,building
Fortaleza de São José de Macapá,museum
Waag,weigh house
Waag,museum
Kaaswaag,weigh house
Waag,weigh house
Prishtina Clock Tower,clock tower
House of Freedom,building
Rauhfutterspeicher Schöneiche,building
Prishtina Clock Tower,building
House of Freedom,museum
Golden Roof,building
Mittelweiherburg,museum
Golden Roof,museum
International Vinegar Museum,museum
Nesna University College,university college
Iliopsoas,medical term
semitendinosus muscle,medical term
trapezius muscle,medical term
deltoid muscle,medical term
Löwygrube,park
Monts d'Ardèche,geopark
Pra Avançar e Melhorar I,political coalition
Trabalho por uma Paulista Sustentável,political coalition
Renascer de Rio Das Ostras,political coalition
União Trabalhista por Passo Fundo,political coalition
União e Igualdade,political coalition
Lages Levada a Sério,political coalition
Karl Marx-Hof,cultural property
Oslo college of higher education,cultural property
Oslo Engineering College,cultural property
Uspenski Cathedral,city block
software,academic discipline
ecology,academic discipline
Adobe AIR,software
Quaker Meeting House,meeting house
Granite LDS Ward Chapel-Avard Fairbanks Studio,meeting house
Old Barrington Meeting House,meeting house
Falls of Clyde,windjammer
Bodangora Wind Farm,onshore wind farm
Vallibel Wind Farm,onshore wind farm
Pawan Danavi Wind Farm,onshore wind farm
Madurankuliya Wind Farm,onshore wind farm
Russia at the 2018 FIFA World Cup,Russia at the FIFA World Cup
HMCS Provider,Her Majesty's Canadian Ship
HMCS Protecteur,Her Majesty's Canadian Ship
USS Kansas City,replenishment oiler
HMCS Provider,replenishment oiler
Hirslanden,municipality of Switzerland
Höngg,municipality of Switzerland
Sucre,parish of Venezuela
San Martín de Porres,parish of Venezuela
San Francisco de Asís,parish of Venezuela
Avaria,parish of Venezuela
Jufra,district of Libya
Murzuq District,district of Libya
Ghat District,district of Libya
Wadi al Hayaa District,district of Libya
Wadi al Shatii District,district of Libya
Dzvina basin,drainage basin
Kusong,city of North Korea
Chongju,city of North Korea
Anju,city of North Korea
Sinuiju,city of North Korea
Wonsan,city of North Korea
Hamhung,city of North Korea
Chongjin,city of North Korea
Hoeryong,city of North Korea
Wonsan,port settlement
Nahal Hemar,wadi
HaBesor Stream,wadi
Naẖal Daliyya,wadi
SAS Protea,Hecla-class survey vessel
German Football Association,football federation
Lovech Province,oblast of Bulgaria
Razgrad Province,oblast of Bulgaria
Vratsa Province,oblast of Bulgaria
Vidin Province,oblast of Bulgaria
Veliko Tarnovo Province,oblast of Bulgaria
"Jesuit Church, Lucerne",jesuit church
Kościół św. Barbary w Krakowie,jesuit church
"Old Cathedral, Linz",jesuit church
Basilica of Bom Jesus,jesuit church
Saints Peter and Paul Church,jesuit church
"St. Michael's Church, Munich",jesuit church
Jesuitenkirche,jesuit church
I Gesuiti,jesuit church
Diputación Provincial de Toledo,provincial deputation
Diputación Provincial de Teruel,provincial deputation
Diputación Provincial de Segovia,provincial deputation
Diputación de Salamanca,provincial deputation
Diputación Provincial de Palencia,provincial deputation
Shinas,province of Oman
Samail,province of Oman
Saham,province of Oman
"Qurayyat, Oman",province of Oman
Al Hamra,province of Oman
Al-Buraimi,province of Oman
Adam,province of Oman
Nakhal,province of Oman
Mirbat,province of Oman
Nizwa,province of Oman
Madha,province of Oman
Masirah Island,province of Oman
Rachyut,province of Oman
Autonomy Liberty Participation Ecology,Green party
Party of Greens of Ukraine,Green party
Movement of Ecologists — Citizens' Cooperation,Green party
Youth Party – European Greens,Green party
Earth Party,Green party
Green Party,Green party
Greens of Serbia,Green party
Ecologist Greens,Green party
Latvian Green Party,Green party
Left-Green Movement,Green party
"Ecologist Party ""The Greens""",Green party
Civil Will-Green Party,Green party
Green Party of the United States,Green party
Green Party,Green party
Sgt. Pepper's,studio album
De Violeta Parra,studio album
A Jazz Portrait of Frank Sinatra,studio album
Soyuz TMA-6,Soyuz-TMA
Soyuz TMA-9,Soyuz-TMA
Soyuz TMA-11,Soyuz-TMA
Soyuz TMA-12,Soyuz-TMA
Soyuz TMA-21,Soyuz-TMA
Duchy of Brunswick,administrative territorial entity
Eindhoven Central railway station,station building
Vlissingen railway station,station building
2010 Volta ao Algarve,Volta ao Algarve
2009 Volta ao Algarve,2.1
2010 Volta ao Algarve,Volta ao Algarve
2009 Volta ao Algarve,Volta ao Algarve
2017 Tour de l'Ain,2.1
Affoltern,former municipality of Switzerland
Seebach,former municipality of Switzerland
Oerlikon,former municipality of Switzerland
Albisrieden,former municipality of Switzerland
Oerlikon,suburb
Council of Constance,Papal election
Bowie Mill Park,neighborhood  park
Naviduct Krabbersgat,navigable aqueduct
Stretton Aqueduct,navigable aqueduct
Monocacy Aqueduct,navigable aqueduct
Kelvin Aqueduct,navigable aqueduct
Cosgrove aqueduct,navigable aqueduct
Fresquel Aqueduct,navigable aqueduct
Herbettes Aqueduct,navigable aqueduct
Cesse Aqueduct,navigable aqueduct
Orbiel Aqueduct,navigable aqueduct
Verulamium,ancient city
Satricum,archaeological site
Pompeii,archaeological site
Verulamium,archaeological site
Gdov Kremlin,archaeological site
Verdure with birds,fragment
Episode from Roman History: Aemilius Paullus Becomes Consul for the Second Time,fragment
A Stop on the Journey,fragment
Tapestry fragments on a green ground,fragment
Tapestry fragments on a red ground,fragment
"Tapestry fragment ""Quand Dieu vouldra""",fragment
Nashville,city of the United States
Indianapolis,planned community
Nashville,county seat
Indianapolis,county seat
FC Barcelona Futsal,football club
El Pozo Murcia FS,football club
Győri ETO Futsal Club,football club
Leis 26 Pontevedra FS,football club
Carnicer Torrejón FS,football club
Associação Desportiva Jaraguá,football club
Boavista F.C.,football club
FC Vaslui,football club
Inter FS,football club
Gáldar FS,football club
AGOVV Apeldoorn,football club
FC Akhmat Grozny,football club
Associação Desportiva Jaraguá,futsal team
Jilm habrolistý na Přemilově,Ulmus minor
Advisory Council for the National Transition,advisory board
Central Mass Mobilization Commission of the Communist Party of Vietnam,advisory board
Council for Statutory Guarantees of Catalonia,advisory board
Consell Jurídic Consultiu de la Comunitat Valenciana,advisory board
Consejo Económico y Social,advisory board
Asamblea Nacional Consultiva,advisory board
V* V1791 Sgr,Orion variable
V* V1768 Sgr,Orion variable
V* V1784 Sgr,Orion variable
V* V1779 Sgr,Orion variable
2012 Clásica de San Sebastián,Clásica de San Sebastián
2008 Clásica de San Sebastián,Clásica de San Sebastián
2000 Clásica de San Sebastián,Clásica de San Sebastián
2003 Clásica de San Sebastián,Clásica de San Sebastián
2007 Clásica de San Sebastián,Clásica de San Sebastián
1999 Clásica de San Sebastián,Clásica de San Sebastián
1994 Clásica de San Sebastián,Clásica de San Sebastián
1997 Clásica de San Sebastián,Clásica de San Sebastián
1988 Clásica de San Sebastián,Clásica de San Sebastián
1985 Clásica de San Sebastián,Clásica de San Sebastián
1987 Clásica de San Sebastián,Clásica de San Sebastián
Cape Nostalgia,film
Kuchibiru ni uta o,film
Rocky,film
The Exorcist,film
The Godfather,film
The Godfather Part II,film
The Godfather,film
Night of the Living Dead,film
Rocky,film
Jaws,film
The Godfather Part II,film
The Mummy,film
Halloween,film
Warkworth Castle,historic house museum
Lincoln Castle,historic house museum
Kingston Lacy,historic house museum
Castle Drogo,historic house museum
Kingston Lacy,English country house
Modesto metropolitan statistical area,Metropolitan Statistical Area
Stockton metropolitan statistical area,Metropolitan Statistical Area
San Jose–Sunnyvale–Santa Clara metropolitan statistical area,Metropolitan Statistical Area
Texarkana metropolitan area,Metropolitan Statistical Area
californium,synthetic element
berkelium,synthetic element
curium,synthetic element
promethium,synthetic element
2016 Tour de l'Ain,Tour de l'Ain
2018 Tour de l'Ain,Tour de l'Ain
2016 Tour de l'Ain,Tour de l'Ain
Kirkstall Abbey,cup and ring mark
Bayham Old Abbey,abbey
Melrose Abbey,abbey
Fontainejean Abbey,abbey
Hailes Abbey,abbey
Tintern Abbey,abbey
Kirkstall Abbey,abbey
Leander,merchant vessel
Pacific,merchant vessel
Ada & Alice,schooner
Summer Cloud,schooner
Pacific,merchant vessel
Prima Donna,merchant vessel
Pacific,schooner
Prima Donna,brigantine
Albatross,yawl
Swallow,merchant vessel
Antelope,merchant vessel
Dovey Belle,merchant vessel
Fairy,merchant vessel
Acorn,merchant vessel
Albatross,merchant vessel
Antelope,smack
Swallow,schooner
Dovey Belle,schooner
Acorn,schooner
Heart of Oak,merchant vessel
Anna Maria,merchant vessel
MARY & ELLEN,merchant vessel
Atalanta,merchant vessel
Bee,merchant vessel
Amity,merchant vessel
Major Nanney,merchant vessel
Conovium,merchant vessel
Bee,merchant vessel
Brothers,merchant vessel
Salathiel,merchant vessel
Bristol Trader,merchant vessel
Faithful Mother,merchant vessel
John & Ann,merchant vessel
New Diligence,merchant vessel
Scarborough—Rouge Park,federal electoral district of Canada
Pickering—Uxbridge,federal electoral district of Canada
Markham—Stouffville,federal electoral district of Canada
Ajax,federal electoral district of Canada
Aurora—Oak Ridges—Richmond Hill,federal electoral district of Canada
York—Simcoe,federal electoral district of Canada
York South—Weston,federal electoral district of Canada
Scarborough—Rouge Park,federal electoral district in Ontario
Park Güell,monument
Park Güell,tourist destination
"Church of San Ildefonso, Toledo",monument
"Collegiate church of San Luis, Villagarcía de Campos",monument
Iglesia de San Isidoro,monument
Church of the Anunciation,monument
"Collegiate church of San Luis, Villagarcía de Campos",collegiate church
Wegweiser Kronburg,signpost
"Kirkland, Signpost At Junction Of A702 And B729",signpost
signpost,monument
Staunton River State Park,Virginia state park
Occoneechee State Park,Virginia state park
Hungry Mother State Park,historic district
Staunton River State Park,historic district
Leesylvania State Park,Virginia state park
Kiptopeke State Park,Virginia state park
James River State Park,Virginia state park
Hungry Mother State Park,Virginia state park
High Bridge Trail State Park,Virginia state park
First Landing State Park,Virginia state park
Fairy Stone State Park,Virginia state park
Douthat State Park,Virginia state park
Hungarian Front,resistance movement
Mouvement National Royaliste,resistance movement
Norwegian resistance movement,resistance movement
sorbic acid,food additive
rubidium-80,isotope of rubidium
rubidium-84,isotope of rubidium
rubidium-83,isotope of rubidium
rubidium-89,isotope of rubidium
rubidium-88,isotope of rubidium
rubidium-85,isotope of rubidium
Middelburg railway station,railway station
Harlingen railway station,railway station
Dordrecht railway station,railway station
Longbenton metro station,railway station
cerium-132,isotope of cerium
cerium-131,isotope of cerium
cerium-130,isotope of cerium
cerium-129,isotope of cerium
cerium-128,isotope of cerium
cerium-127,isotope of cerium
cerium-126,isotope of cerium
cerium-125,isotope of cerium
cerium-124,isotope of cerium
cerium-122,isotope of cerium
Målilla-Gårdveda hembygdsförening,local heritage association in Sweden
Sankt Anna hembygdsförening,local heritage association in Sweden
Grödinge heritage association,local heritage association in Sweden
Frosta Härad heritage association,local heritage association in Sweden
Amsterdam Centraal,metro station
V4381 Sagittarii,infrared source
HD 92207,infrared source
HD 14433,pulsating variable star
DS Crucis,pulsating variable star
9 Persei,pulsating variable star
V4381 Sagittarii,pulsating variable star
HD 92207,pulsating variable star
HD 113889,infrared source
HD 159870,infrared source
Epsilon Coronae Borealis,infrared source
24 Ophiuchi,infrared source
Iota Apodis,infrared source
Delta Equulei,infrared source
26 Draconis,infrared source
Epsilon Coronae Borealis,high proper-motion star
WASP-8,high proper-motion star
26 Draconis,astrophysical X-ray source
Abercrombie River National Park Plan of Management,plan of management
Aberbaldie Nature Reserve Plan of Management,plan of management
Tarlo River National Park Plan of Management,plan of management
Dorrigo National Park Plan of Management,plan of management
Mount Imlay National Park Plan of Management,plan of management
"Budderoo National Park, Macquarie Pass National Park, Barren Grounds Nature Reserve and Robertson Nature Reserve Plan of Management",plan of management
Garigal National Park Plan of Management,plan of management
"Marramarra National Park, Muogamarra Nature Reserve and Maroota Historic Site Plan of Management",plan of management
Bongil Bongil National Park Plan of Management,plan of management
Tooloom National Park Plan of Management,plan of management
1986 GDR Badminton Championships,GDR Badminton Championships
1980 GDR Badminton Championships,GDR Badminton Championships
1978 GDR Badminton Championships,GDR Badminton Championships
1974 GDR Badminton Championships,GDR Badminton Championships
The Ruler of Time,manga chapter
The Ghost of Time,manga chapter
The Guardian of Time,manga chapter
The Truth of the Karuta Cards,manga chapter
Horsehair Crab from Suwa Lake,manga chapter
The Boy Who Cried Wolf,manga chapter
Fake Feet,manga chapter
The Moving Corpse,manga chapter
A Terrible Death,manga chapter
Communications Code,manga chapter
A Dangerous Game of Hide-and-seek,manga chapter
A Person in Need of Rescue,manga chapter
A Troublesome and Difficult Case,manga chapter
Azurita,district of Brazil
Cicerolândia,district of Brazil
Antônio Pereira,district of Brazil
Landscape of the Pico Island Vineyard Culture,cultural heritage
Forte de Santo Antônio da Barra,fortress of Brazil
Fort of the Holy Cross,fortress of Brazil
Fortress of Our Lady of Pleasures of Pau Amarelo,fortress of Brazil
Small Fort of Our Lady of Monserrate,fortress of Brazil
Carmo Convent,cultural heritage
Fort of the Holy Cross,historic site
Forte de Santo Antônio da Barra,cultural heritage
Fortress of Our Lady of Pleasures of Pau Amarelo,cultural heritage
Small Fort of Our Lady of Monserrate,cultural heritage
Comarcal Council of Baix Camp,comarcal council of Catalonia
Comarcal Council of Baix Penedès,comarcal council of Catalonia
Comarcal Council of Priorat,comarcal council of Catalonia
Comarcal Council of Ribera d'Ebre,comarcal council of Catalonia
Thompson submachine gun,weapon model
ZiS-3,weapon model
Type 38 75 mm Field Gun,weapon model
7.5 cm leichtes Infanteriegeschütz 18,weapon model
7.5 cm Pak 40,weapon model
7.5 cm PaK 41,weapon model
7.5 cm Gebirgsgeschütz 36,weapon model
Haubitze M1,weapon model
M2,weapon model
M1903 Springfield,weapon model
21 cm Mörser 18,weapon model
sFH 18,weapon model
de la Cruz,affixed family name
de la Rosa,affixed family name
de Lima,affixed family name
de la Vega,affixed family name
de Jong,affixed family name
Boränget Sveden,minor locality in Sweden
Enviksbyn,minor locality in Sweden
Larsarvet,minor locality in Sweden
Nygården,minor locality in Sweden
Fannbyn,minor locality in Sweden
Smedsgården and Bredäng,minor locality in Sweden
Norra Björke,minor locality in Sweden
Lövås,minor locality in Sweden
Renström,minor locality in Sweden
Nygårds hagar,minor locality in Sweden
Ramsås,minor locality in Sweden
Ängesbyn Skaulo,minor locality in Sweden
Marquess of Linlithgow Memorial,equestrian statue
Victor Emmanuel II,equestrian statue
"Statue of Godfrey, First Viscount Tredegar",equestrian statue
Equestrian statue of Dom Pedro I,equestrian statue
Bangsalsari,third-level administrative country subdivision in Indonesia
Balung,third-level administrative country subdivision in Indonesia
Arjasa,third-level administrative country subdivision in Indonesia
Ambulu,third-level administrative country subdivision in Indonesia
Ajung,third-level administrative country subdivision in Indonesia
Wringin,third-level administrative country subdivision in Indonesia
Wonosari,third-level administrative country subdivision in Indonesia
Tlogosari,third-level administrative country subdivision in Indonesia
Dokonjō Gaeru,anime and manga
Victory Through Air Power,feature film
Song of the South,feature film
Dinner for One,sketch
British Consulate Ibiza,consulate
British Consulate General Barcelona,consulate
British Consulate Alicante,consulate
British Consulate-General Cape Town,consulate
British Consulate General Jeddah,consulate
British Consulate General Ekaterinburg,consulate
British Vice Consulate Portimão,consulate
British Consulate General Auckland,consulate
Schichauweg railway station,Haltepunkt
Duckterath station,Haltepunkt
Offenbach-Kaiserlei station,Haltepunkt
Betriebsbahnhof Rummelsburg station,Haltepunkt
München-Berg am Laim station,Haltepunkt
Buckower Chaussee station,Haltepunkt
Berlin Hackescher Markt station,Haltepunkt
Hamburg Dammtor station,Haltepunkt
Hamburg Dammtor station,elevated station
Hamburg Dammtor station,trade fair railway station
Strathmore Park,county park
Saddlebrook Park,county park
Quebec Terrace Park,county park
Glenfield Park,county park
Georgian Forest Park,county park
Nakhon Si Thammarat,big city
Khon Kaen,big city
Tønsberg,Hanseatic city
Rustavi,city
Batumi,city
Batumi,city
Thrissur,big city
Holon,big city
Yavne,tell
Holon,city
Yavne,city
Kiryat Ata,city
Monrupino,border town
Kaechon,big city
Sunchon,big city
Tokchon,big city
Kimchaek,big city
Haeju,big city
Huichon,big city
Jinotega,big city
San Juan de Nicaragua,border town
Valga City,city
Mõisaküla City,city
Saue City,city
Kuressaare City,city
Valdivia,city in Chile
Temuco,city in Chile
Punta Arenas,city in Chile
Osorno,city in Chile
Puerto Montt,city in Chile
Valparaíso,city in Chile
Viña del Mar,big city
Valdivia,big city
Temuco,big city
Punta Arenas,big city
Osorno,big city
Puerto Montt,big city
Valparaíso,big city
La Serena,city in Chile
Iquique,city in Chile
Gornja Radgona,border town
Görlitz,border town
Frankfurt,border town
Nova Gorica,border town
Frankfurt,Hanseatic city
Görlitz,district capital
Gornja Radgona,city
Frankfurt,city
Cabo San Lucas,city
Posadas,big city
Corrientes,big city
Posadas,municipality
Feldkirch,city
Hadzhidimovo,border town
Carved Bowl,container
Cup,container
Bull's-head Lamp,container
Bes Lamp,container
Black-Topped Bowl,container
Decorated Amphora with Ibex Head,container
Barbotine Vase,container
Teapot,item of collection or exhibition
Teapot,item of collection or exhibition
Cup,item of collection or exhibition
Candelabrum,item of collection or exhibition
Teapot,item of collection or exhibition
Dinâmica do Povoamento,item of collection or exhibition
Conhecimento Cartográfico,item of collection or exhibition
Condições Oceanográficas,item of collection or exhibition
Animais de Criação,item of collection or exhibition
Lagôa Dourada . Commissão Geographica e Geologica de Minas Gerais Flha. Nº. 27,item of collection or exhibition
Planta do Sitio do Piquiry,item of collection or exhibition
Plate,item of collection or exhibition
Talavera la Nueva,single entity of population
Romancos,single entity of population
Gualda,single entity of population
W. L. Weller,drink
Vernors,drink
Town Branch,drink
Tilt,drink
Ten High,drink
Teacher's Highland Cream,drink
Tava,drink
TEHO,drink
Sprite Remix,drink
Dimitrovgrad,municipality seat
Balchik,municipality seat
Asenovgrad,municipality seat
Blagoevgrad,municipality seat
Dobrich,municipality seat
Rakovski,municipality seat
Constitutional Court of Ukraine,supreme court
Constitutional Court,supreme court
Constitutional Court of Ukraine,constitutional court
Constitutional Court of Spain,constitutional court
2015 Danish general election,Danish parliamentary election
2007 Danish general election,Danish parliamentary election
2001 Danish general election,Danish parliamentary election
1950 Danish Folketing election,Danish parliamentary election
1953 Danish Folketing election,Danish parliamentary election
1945 Danish Folketing election,Danish parliamentary election
2005 Danish general election,Danish parliamentary election
2015 Danish general election,Danish parliamentary election
1953 Danish general election,Danish parliamentary election
1966 Danish general election,Danish parliamentary election
1988 Danish general election,Danish parliamentary election
1960 Danish general election,Danish parliamentary election
1964 Danish general election,Danish parliamentary election
1947 Danish Folketing election,Danish parliamentary election
1971 Danish general election,Danish parliamentary election
Ewer,ewer
Ewer,ewer
Ewer,ewer
Memorial Gilded Ewer for Amsterdam Guild in Memory of the Artist's Brother,ewer
Ewer in the Shape of a Sitting Dog,ewer
Ewer,ewer
Covered ewer,ewer
Small ewer,ewer
Ewer,ewer
Ukrainian Greek Catholic Eparchy of Buchach,eparchy
Eparchy of Piana degli Albanesi,eparchy
Eparchy of Lungro,eparchy
Eparchy of Bratislava,eparchy
Ukrainian Catholic Eparchy of Kolomyia,eparchy
Syro-Malabar Catholic Eparchy of Rajkot,eparchy
Hungarian Catholic Eparchy of Miskolc,eparchy
Byzantine Catholic Eparchy of Ruski Krstur,eparchy
Syrian Catholic Eparchy of Our Lady of Deliverance of Newark,eparchy
Macedonian Catholic Eparchy of the Blessed Virgin Mary Assumed in Strumica-Skopje,eparchy
Uzbek Wikibooks,Wikibooks language edition
Kurdish Wikibooks,Wikibooks language edition
Tajik Wikibooks,Wikibooks language edition
Kazakh Wikibooks,Wikibooks language edition
Serbian Wikibooks,Wikibooks language edition
Chinese Wikibooks,Wikibooks language edition
zone 6,fare zone
zone 5,fare zone
zone 4,fare zone
zone 3,fare zone
2nd Ukrainian Front,front
Bryansk Front,front
Transbaikal Front,front
Volkhov Front,front
North Caucasian Front,front
1st Ukrainian Front,front
Ottawa Hunt and Golf Club,curling club
Miami Valley Golf Club,golf club
Toronto Golf Club,golf club
Tiburón Golf Club,golf club
The Estancia Club,golf club
TPC of Louisiana,golf club
Scotland Run Golf Club,golf club
Royal Adelaide Golf Club,golf club
Golf Club of Houston,golf club
Ottawa Hunt and Golf Club,golf club
Ohio State University Golf Club,golf club
Monroe Golf Club,golf club
Karsten Golf Course,golf club
Revetment Wall To Whitecote House With Railings And Gate To Canal,wall
Wall To Front Garden Of Cumberland Priory With Two Sets Of Gate Piers,wall
Boundary Wall With Gate Piers And Gates To Spring Hill And Elmfield,wall
Three Gate Piers with Linking Wall to 151 Otley Road,wall
"Front wall, gate piers and gates to 17 North Hill Road",wall
"Garden Terrace, Walls And Gateway To Number 2 Hilton Court",wall
Garden Wall And Gateway To North Grange,wall
"boundary walls to 1, 3 and 5 Grosvenor Mount",wall
Cemetery Wall With Blocked Gateway On North West Side,wall
"Boundary Wall To Grosvenor House, Grosvenor Mount",wall
Aristophon 7,encyclopedic article
Aristophanes 16,encyclopedic article
Aristophanes 14,encyclopedic article
Aristophanes 12,encyclopedic article
Atsimo-Atsinanana,region of Madagascar
Atsimo-Andrefana,region of Madagascar
Boeny,region of Madagascar
Bongolava,region of Madagascar
Shk 321,galaxy group
USGC S165,galaxy group
NOGG P1 530,galaxy group
LCLG-12 061,galaxy group
LCLG-03 076,galaxy group
LCLG-12 062,galaxy group
Shk 284,galaxy group
LCLG-12 068,galaxy group
LCLG-03 082,galaxy group
[GTC2005] 6,galaxy group
RASSCALS SS2b164,galaxy group
Mahtessian 252,galaxy group
gender,personality trait
Spidean a Choire Leith,Simm
Stob Coire Sgriodain,Simm
Sron a' Choire Ghairbh,Simm
Spidean Mialach,Simm
UGC 2994,low-surface-brightness galaxy
LEDA 87205,low-surface-brightness galaxy
ESO 104-44,low-surface-brightness galaxy
ESO 104-22,low-surface-brightness galaxy
ESO 427-14,low-surface-brightness galaxy
2018 Toray Pan Pacific Open,Pan Pacific Open
2017 Toray Pan Pacific Open,Pan Pacific Open
2016 Toray Pan Pacific Open,Pan Pacific Open
2015 Toray Pan Pacific Open,Pan Pacific Open
1975 Toray Sillook Open,Pan Pacific Open
2017 BYU Cougars men's volleyball team,volleyball team season
2015 Penn State Nittany Lions women's volleyball team,volleyball team season
2016 BYU Cougars women's volleyball team,volleyball team season
2015 Florida Gators volleyball team,volleyball team season
2016 BYU Cougars men's volleyball team,volleyball team season
2017 Utah State Aggies volleyball team,volleyball team season
2017 Utah Utes volleyball team,volleyball team season
Westfälische Götterspeise,dessert
riz à l'impératrice,dessert
Hib,dessert
mazapán de Toledo,dessert
Xohol,dessert
snow skin mooncake,dessert
Pootharekulu,dessert
suspiro de limeña,dessert
Xuixo,dessert
Pavlova,dessert
Cuajada,dessert
Paris–Brest,dessert
Dame blanche,dessert
crema catalana,dessert
Ekenäs,former municipality of Finland
Dallas–Fort Worth metroplex,metropolitan area
Brighton/Worthing/Littlehampton,urban area
Hibiscus Coast,urban area
Kulsary,urban area
Ernakulam,urban area
Ekenäs,urban area
Dallas–Fort Worth metroplex,urban area
2014 Indian general election in Mahasamund Lok Sabha constituency,election
2014 Indian general election in Rajnandgaon Lok Sabha constituency,election
2014 Indian general election in Chennai South Lok Sabha constituency,election
2014 Indian general election in Kottayam Lok Sabha constituency,election
2014 Indian general election in Mavelikkara Lok Sabha constituency,election
2014 Indian general election in Chalakudy Lok Sabha constituency,election
2014 Indian general election in Mandla Lok Sabha constituency,election
2014 Indian general election in Chikkballapur Lok Sabha constituency,election
2014 Indian general election in Mandya Lok Sabha constituency,election
2014 Indian general election in Dakshina Kannada Lok Sabha constituency,election
2014 Indian general election in Jammu Lok Sabha constituency,election
2014 Indian general election in Gurgaon Lok Sabha constituency,election
2014 Indian general election in Karnal Lok Sabha constituency,election
2014 Indian general election in Varanasi Lok Sabha constituency,election
2014 Indian general election in Ghosi Lok Sabha constituency,election
2014 Indian general election in Gorakhpur Lok Sabha constituency,election
2014 Indian general election in Basti Lok Sabha constituency,election
Aliens: Xenogenesis,limited series
Aliens,limited series
Aliens: Defiance,limited series
Aliens: Life and Death,limited series
Prometheus: Life and Death,limited series
Predator: Life and Death,limited series
Alien vs. Predator: Fire and Stone,limited series
Predator: Fire and Stone,limited series
Aliens: Fire and Stone,limited series
Wood Job!,shirokuban
The Ravine of Goodbye,shirokuban
Bridging the gap between bird conservation and sustainable development : perceptions and participation of rural people in Burkina Faso's Sahel region,scientific work
Contesting control : land and forest in the struggle for Loita Maasai self-government in Kenya,scientific work
Consuming democracy : local agencies & liberal peace in the Democratic Republic of Congo,scientific work
"Balancing men, morals and money : women's agency between HIV and security in a Malawi village",scientific work
Beyond the facade : instrumentalisation of the Zambian health sector,scientific work
"Being old in times of AIDS: aging, caring and relating in northwest Tanzania",scientific work
Coping with inadequacy: understanding the effects of central teacher recruitment in six ward secondary schools in Tanzania,scientific work
Bodies in action: culture and body skills in post-conflict Sierra Leone,scientific work
"Advances in coastal ecology : people, processes and ecosystems in Kenya",scientific work
"""Ask and you shall be given"" : Pentecostalism and the economic crisis in Cameroon",scientific work
Ladies Tour of Norway,stage race
The Women's Tour,stage race
Friendship People North-Caucasus Stage Race,stage race
Tour of Zhoushan Island II,stage race
Tour of Cappadocia,stage race
Lotto-Decca Tour,stage race
Grand Prix Elsy Jacobs,stage race
Tour de Kumano,stage race
2018 Ladies Tour of Norway,Ladies Tour of Norway
2019 Ladies Tour of Norway,Ladies Tour of Norway
2018 Ladies Tour of Norway,2.WWT
2017 Ladies Tour of Norway,2.WWT
First Epistle to the Thessalonians,epistle
Second Epistle to the Thessalonians,epistle
First Epistle of John,epistle
Epistle of James,epistle
Epistle to the Colossians,epistle
Epistle to the Galatians,epistle
Second Epistle of Peter,book of the Bible
First Epistle of Peter,book of the Bible
Second Epistle of Peter,epistle
First Epistle of Peter,epistle
Second Epistle to Timothy,book of the Bible
First Epistle to Timothy,book of the Bible
Proverbs,book of the Bible
Proverbs,book of the Bible
Job,book of the Bible
Building 18110-1,residence
Building 18011-122,residence
Building 18011-20,residence
Building 18110-1,mosque
Khan al-Shuna,Listed building in Acre
Building 18010-91,Listed building in Acre
Building 18011-85,Listed building in Acre
Khan al-Shuna,Listed building in Israel
Building 18010-91,Listed building in Israel
Building 18011-85,Listed building in Israel
Building 18011-20,residence
Khan al-Shuna,residence
Building 18010-91,residence
Apollo 17,space mission
Apollo 14,space mission
Apollo 15,human spaceflight
Apollo 17,human spaceflight
Soyuz TM-15,human spaceflight
Soyuz TM-17,human spaceflight
Soyuz TM-21,human spaceflight
Soyuz TM-31,human spaceflight
Soyuz TM-28,human spaceflight
Soyuz TM-3,human spaceflight
Soyuz TM-23,human spaceflight
Soyuz TM-19,human spaceflight
Soyuz TM-14,human spaceflight
Soyuz TM-11,human spaceflight
Soyuz TMA-2,human spaceflight
Soyuz TMA-3,human spaceflight
Mercury-Redstone 4,manned spacecraft
Mercury-Redstone 2,space mission
